Date,Mkt-RF,SMB,HML,RF,Mom,Food,Beer,Smoke,Games,Books,Hshld,Clths,Hlth,Chems,Txtls,Cnstr,Steel,FabPr,ElcEq,Autos,Carry,Mines,Coal,Oil,Util,Telcm,Servs,BusEq,Paper,Trans,Whlsl,Rtail,Meals,Fin,Other
198604,-1.31,2.74,-2.91,0.52,-0.5,1.24,-2.91,2.11,6.62,-0.95,-1.59,-3.03,0.72,1.16,-1.71,-2.03,-5.17,-0.53,-0.22,-7.75,-4.73,-6.11,-4.94,0.77,-3.53,2.43,3.08,3.58,-1.98,-2.57,-0.71,-0.66,3.86,-2.71,-1.56
198605,4.59,-1.3,-0.12,0.49,2.03,7.9,6.37,9.24,4.94,10.74,4.69,9.42,7.25,6.16,3.99,3.89,1.6,0.98,1.68,3.33,2.09,3.43,1.67,7.13,3.77,4.78,4.35,0.68,6.05,0.74,5.43,12.03,4.98,5.07,5.78
198606,0.9,-0.94,1.3,0.52,5.14,6.72,8.81,8.5,2.62,2.3,1.81,3.84,5.63,0.09,5.01,-0.79,-3.81,-3.42,-3.99,-0.4,1.11,-5.73,-3.74,-1.94,5.22,5.42,-0.13,-4.06,0.86,-1.75,-1.05,4.58,2.07,2.26,0.23
198607,-6.49,-3.38,4.73,0.52,1.8,-5.03,-2.99,-3.85,-12.53,-7.9,-7.89,-8.5,-5.42,-6.28,-7.28,-8.43,-16.6,-9.58,-7.25,-8.34,-8.72,-4.08,-3.94,-5.47,5.19,-3.02,-10.52,-7.78,-4.43,-9.24,-10.04,-9.19,-11.4,-4.85,-7.82
198608,6.16,-4.21,3.61,0.46,-5.02,2.79,-1.43,5.79,1.53,2.55,4.35,2.78,3.95,5.91,1.23,8.21,9.76,6.45,7.95,7.56,5.12,15.59,9.24,16.46,7.92,6.88,5.85,7.09,8.29,6.01,4.92,1.32,1.31,7.11,8.21
198609,-8.35,2.34,3.08,0.45,-5.86,-12.2,-8.1,-11.37,-9.76,-10.55,-9.44,-9.85,-13.95,-5.38,-6.45,-6.54,2.61,-6.2,-7.33,-6.99,-7.59,4.65,-4.6,-0.37,-9.1,-9.3,-7.93,-6.78,-6.88,2.05,-8.71,-8.52,-7.53,-9.81,-9.4
198610,4.47,-2.58,-1.47,0.46,2.71,10.77,7.55,9.86,6.66,6.19,8.17,8.01,7.66,8.42,5.46,5.1,3.13,2.92,4.4,8.95,1.61,-0.99,-1.26,2.08,5.25,4.66,7.48,-0.41,6.49,6.31,7.37,7.97,7.12,2.83,8.41
198611,1.12,-1.96,-0.11,0.39,-0.31,0.51,0.8,-0.15,-2.98,0.72,6.16,0.64,1.13,4.04,8.9,3.29,-5.17,3.02,2.9,1.91,2.69,2.91,2.26,3,0.53,3.94,2.48,3.7,2.46,-0.59,0.53,1.97,1.13,-0.84,2.45
198612,-3.13,0.12,0.34,0.49,0.37,-2.95,-2.15,-4,-4.95,-2.22,0.84,-6.35,-1.57,-3.86,0.79,-1.41,-2.57,0.59,-5.84,-4.59,-3.75,-2.14,-4.64,-0.09,-3.31,-3.72,-1.74,-3.76,-0.14,-4.77,-4.59,-6.91,-4.33,-2.1,-5.52
198701,12.43,-1.83,-2.94,0.42,2.12,12.52,22.02,22.29,19.54,13.47,14.14,11.99,12.84,15.25,6.19,16.42,14.7,13.57,16.74,19.33,4.36,14.51,6.74,14.31,9.26,5.34,19.12,15.71,20.2,6.63,11.1,9.6,9.64,10.16,17.32
198702,4.36,3.51,-5.98,0.43,-2.18,4.45,3.35,-1.22,9.2,9.65,3.92,13.96,11.17,5.52,6.64,4.88,8.23,6.78,4.97,3.37,6.92,14.96,-0.17,-1.96,-2.18,0.05,6.21,9.58,1.82,4.66,4.82,11.74,10.25,4.54,4.37
198703,1.89,0.33,1.53,0.47,1.62,2.27,0.87,-2.84,2.24,-0.4,2.08,0.91,0.14,5.46,1.92,4.64,7.03,1.87,0.4,6.93,-2.58,19.46,-0.47,12.52,-1.64,1.43,0.35,2.66,3.85,-1.73,1.35,2.02,4.78,-0.35,3.82
198704,-2.14,-1.64,-0.16,0.44,0.23,-5.73,4.21,-4.12,2.84,-4.01,-2.45,-4.13,-2.43,1.48,6.21,-3.63,3.94,-0.07,-0.65,8.18,-10.51,3.26,-0.97,0.09,-4.31,-2.41,-0.85,4.68,-2.6,-1.57,-4.85,-2.5,-1.85,-4.42,-2.66
198705,0.13,-0.53,0.16,0.38,-0.73,3.54,-4.5,-0.42,-0.34,3.9,1.34,-1.53,1.2,0.46,8.98,-2.02,3.42,3.96,-0.06,-2.45,0.49,-3.99,4.74,2.89,-1.84,3.34,1.44,-0.06,-3.87,6.57,-2.11,0.42,-0.76,-0.61,6.45
198706,3.89,-2.12,1.11,0.48,-0.2,6.74,2.06,5.2,5.25,7.96,5.31,9.15,4.65,4.73,0.88,5.93,3.88,2.39,4.29,2.31,5.2,-1.77,1.88,5.37,3.38,6.92,2.22,0.34,5.57,5.3,2.9,7.64,3.1,4.18,0.02
198707,3.96,-0.51,0.93,0.46,2.66,3,8.43,10.23,5.92,8.51,5.11,4.28,5.75,5.69,4.81,7.47,18.51,11.11,4.67,6.62,10.65,21.2,5.39,3.93,-1.67,7.27,1.1,1.37,4.44,4.71,3.7,6.72,3.23,1.44,8.1
198708,3.24,-0.8,-0.97,0.47,-0.87,3.09,2.08,17.53,5.73,-0.86,5.48,0.78,1.95,2.38,-1.52,2.32,-3.71,1.94,4.67,4.44,1.05,-2.82,5.8,1.86,3.71,5.22,6.46,7.12,6.61,-0.35,2.85,3.22,2.07,4.7,2.61
198709,-2.53,0.57,0.28,0.45,0.71,-2.89,0.68,0.86,-2.07,-3.18,-1.12,-7.93,-2.49,-0.53,-1.52,-0.63,4.07,3.36,2.21,-6.82,-2.22,6.48,-5.93,-3.87,-2.29,3.1,1.28,-3.49,0.84,-2.02,-2.56,-7.04,-4.26,-2.39,-3.14
198710,-23.13,-8.25,4.12,0.6,-7.89,-17.55,-18.07,-20.47,-32.36,-25.22,-21.63,-31.42,-20.43,-28.08,-32.4,-28.53,-31.07,-30.91,-32.22,-28.32,-30.42,-32.13,-30.11,-18.6,-6.91,-13.53,-27.98,-25.32,-26.78,-27.32,-30.17,-29.09,-23.89,-19.75,-27.35
198711,-7.58,2.61,3.23,0.35,-1.17,-8,-4.84,-10.67,-8.1,-9.49,-10.33,-11.8,-9.26,-5.81,-5.25,-4.75,3.08,-1.09,-6.71,-5.74,-9,11.37,-2.29,-11.04,-2.49,-8.68,-8.83,-9.81,-3.29,-7.91,-5.37,-9.24,-6.61,-6.53,-8.04
198712,6.64,0.12,-4.42,0.39,5.78,6.73,12.66,2.16,13.36,11.02,7.13,7.72,5.29,14.62,14.39,8.61,10.78,11.09,13.45,9.59,6.4,4.84,10.43,6.6,0.6,4.69,16.24,10.95,10.51,6.72,10.41,7.2,8.24,3.52,12.52
198801,4.2,-0.64,5.15,0.29,-7.63,3.45,-0.26,3.66,-0.95,0.22,1.15,7.58,6.36,-2.3,0.95,3.83,-3.27,3.01,-0.16,6.95,13.63,-11.7,0.12,8.81,9.75,8.62,-1.3,-2.34,-3.22,4.24,3.87,7.31,4.66,9.19,2.09
198802,4.71,3.31,-1.53,0.46,-1.54,4.18,5.5,7.56,10.33,8.83,3.02,11.59,4.21,8.14,23.26,12.29,9.89,10.62,7.67,7.54,4.94,8.28,9.03,3.73,-1.46,1.71,6.12,7.37,7.95,8.38,8.24,11.99,7.03,2.63,3.56
198803,-2.1,6.15,0.82,0.44,0.64,-0.58,0.54,-2.59,-3.18,-3.82,-6.05,-0.56,-2.57,-2.15,9.58,1.32,-3.09,5.21,-4.03,0.89,-0.05,8.5,5.14,2.86,-3.16,-3.28,-0.66,-5.35,-3.17,3.31,1.79,-1.14,-1.6,-2.45,-0.73
198804,0.64,0.9,1.64,0.46,2.28,0.62,-2.3,-0.98,2.81,-0.77,0.2,0.02,-2.02,1.8,0.15,1.33,5.28,2.73,1.4,3.45,1.91,0.29,6.48,4.32,-0.28,0.39,-1.39,2.99,1.27,-1.09,1.28,2.22,0.35,0.25,-0.36
198805,-0.47,-2.68,2.24,0.51,0.67,0.49,-2.3,-4.25,-0.78,-0.98,1.89,-3.04,-0.26,-1.98,2.03,-1.18,-0.72,-0.75,-1.04,1.33,2.15,2.59,-0.3,-0.26,3.64,1.63,-1.72,-1.34,-0.55,-1.32,-2.16,-1.51,-0.2,1.92,-1.91
198806,4.66,1.99,-1.26,0.49,-2.93,0.99,8.85,1.18,8.37,5.74,4.14,7.94,2.65,9.66,3.23,9.21,7.22,5.9,8.66,8.18,4.76,1.58,0.24,-1.98,3.15,2.91,7.77,9.23,11.67,10.07,8.56,6.72,6.19,5,6.76
198807,-1.24,-0.17,2.28,0.51,0.62,2.76,-2.93,6.56,-0.44,-0.25,1.8,-6.8,0.55,-3.97,0.42,-2.83,1.41,-2.82,-3.83,-0.53,0.1,-0.77,-3.41,3.57,-0.28,0.02,-3.33,-5,-2.97,-2.57,-1.95,-0.34,-2.19,0.4,-2.17
198808,-3.39,0.12,2.02,0.59,0.31,0.55,1.32,-0.15,-3.83,-3.31,-2.66,2.23,-1.1,-4.03,-2.94,-3.95,-4.84,-5.45,-6.24,-6.48,-3.33,-4.41,-5.29,-1.45,-0.14,-3.05,-5.06,-8.27,-3.69,-2.8,-2.93,-2.74,-2.63,0.35,-1.74
198809,3.1,-1.3,-0.74,0.62,0.26,5.29,10.1,8.26,3.02,6.92,4.49,1.04,3.84,2.03,3.74,0.14,0.84,2.03,6.41,3.78,5.89,-2.77,3.62,-2.46,2.7,7.36,4.24,2.59,3.56,7.22,4.22,8.97,8.64,3.49,8.41
198810,1.15,-2.89,1.61,0.61,1.31,18.2,0.4,0.39,1.94,1.29,2.4,1.98,1.22,0.93,2.45,-0.12,4.13,0.27,-1.02,4.38,1.54,-0.31,2.05,1.82,2.53,2.8,-0.25,0.32,-0.93,1.07,0.49,2.2,-0.12,-0.05,-2.33
198811,-2.21,-1.72,1.24,0.57,0.41,-0.53,-0.05,1.76,-4.32,-3.92,-4.35,-6.37,-2.18,-2.64,-5.7,-2.05,-1.75,-0.55,1.37,-0.08,-3.07,1.43,-5.89,-0.24,-0.5,0.34,-3.17,-3.23,-1.81,0.92,-3.72,-2.61,-2.06,-2.44,-3.12
198812,1.48,1.92,-1.45,0.63,0.43,2.68,0.56,8.41,5.22,2.89,3.27,4.79,1.81,4.9,7.09,3.75,4.02,2.91,1.8,-0.48,-0.27,-1.92,1.87,1.82,1.06,1.62,3.53,4.66,2.86,2.76,3.16,0.83,2.89,0.04,2.7
198901,6.06,-2.12,0.49,0.55,-0.14,4.99,5.22,5.13,8.9,7.55,5.49,4.71,6.79,10.26,9.19,6.17,11.91,4.07,7.6,8.4,5.93,1.36,16.37,6.22,2.7,8.96,6.45,6.93,6.41,9.7,5.78,6.55,5.49,6.47,4.91
198902,-2.25,2.79,0.87,0.61,0.87,-2.28,0.07,-0.7,1.35,-2.95,-1.03,-0.25,-1.15,-2.16,5.73,0.67,-3.58,-1.38,-4.68,-4.53,-0.8,6.56,-0.82,-1.33,-1.83,-1.22,-2.27,-3.91,-2.31,-0.29,-2.13,-1.71,-1.39,-0.05,-0.43
198903,1.48,0.74,0.43,0.67,3.55,4.32,7.78,10.21,7.62,3.02,0.43,6.28,4.84,2.42,4.45,1.57,-1.93,1.92,-1.02,-2.56,3.88,-3.21,3.3,3.81,0.58,5.56,-1.12,-5.8,0.61,-1.38,1.54,3.17,3.8,4.13,2.46
198904,4.15,-0.55,-1.59,0.67,1.71,5.23,6.92,4.98,7.37,7.59,5.74,1.51,5.39,4.9,4.46,6.14,3.43,4.52,8,-0.46,4.45,-2.78,7.76,2.56,3.88,9.63,6.56,4.89,5.61,6.01,5.08,5.47,7.4,3.86,5.47
198905,3.14,-0.05,-0.86,0.79,1.55,4.86,8.88,7.48,5.98,2.22,2.16,5.62,3.41,0.87,2.65,3.76,1.16,4.69,11.29,1.41,2.43,-5.22,-0.53,2.87,5.32,5.75,5.53,2.03,2.55,2.54,4.39,5.4,10.24,3.68,5.79
198906,-1.2,-0.96,2.11,0.71,0.67,1.97,-1.45,0.26,4.44,5.43,1.89,-1.57,-2.73,-2.7,-1.06,-0.71,-3.78,-3.47,-4.51,0.63,-4.54,5.3,-0.43,-0.97,3.35,-0.02,-2.26,-2.92,-4.03,-0.16,-2.7,-2.07,2,0.83,-1.51
198907,7.01,-4.01,-2.76,0.7,5.4,12.62,16.66,14.32,8.66,6.41,7.35,9.62,13.33,6.6,6.27,9.52,6.6,6.59,11.24,4.29,7.27,-1.16,2.55,3.77,5.76,8.57,4.35,2.91,7.33,7.35,5.83,10.5,7.71,7.48,10.15
198908,1.47,0.58,0.66,0.74,-0.16,-4.53,-4.16,2.6,2.14,-1.07,2.73,5.25,0.37,7.21,2.52,2.71,7.96,3.33,-0.31,8,3.12,6.5,8.45,3.31,-0.79,1.02,2.51,2.29,5.72,13.02,1.84,3.43,-0.73,2.37,2.35
198909,-0.8,0.33,-1.33,0.65,3.37,-0.77,1.49,0.83,2.2,-2.53,-3.64,5.45,2.38,-3.41,-3.28,-1.85,-2.54,-2.33,-1.47,-5.67,-0.83,3.21,0.68,1.42,0.44,3.81,1.44,-3.96,-3.71,-4.29,-2.18,-3.18,0.63,2.62,4.23
198910,-3.61,-3.24,-1.19,0.68,1.41,-3.19,1.69,1.97,-2.2,-7.39,-1.41,-5.32,0.36,-5.85,-5.83,-7.91,-9.16,-5.54,-2.74,-6.56,-4.78,-0.08,-5.24,0.48,1.06,-2.03,-4.49,-5.13,-2.67,-9.77,-4.75,-4.5,-2.78,-3.63,-3.4
198911,1.09,-1.24,-1.17,0.69,2.58,3.61,3.78,-0.28,1.57,-0.79,1.07,-2.11,4.53,2.51,0.48,3.16,2.38,4.58,9.42,-1.88,-0.32,10.65,6.36,3.9,3.25,2,-1.86,-2.35,3.42,0.38,0.57,1.05,2.52,-0.27,-3.2
198912,1.22,-2.37,0.17,0.61,2.79,3.45,1.58,-0.48,-6.85,0.48,2.42,-2.32,1.04,4.21,-0.22,0.23,0.64,1.95,3.78,-2.38,-0.07,1.78,3.38,5.84,4.8,5.73,2.08,-1.53,3.34,3.12,2.85,0.72,-0.35,-2.07,5.53
199001,-7.58,-1.22,0.79,0.57,-3.29,-10.2,-9.03,-8.65,-9.06,-9.42,-7.71,-9.15,-7.36,-7.4,-9.9,-5.74,-8.78,-3.07,-3.71,-3.37,-4.1,4.44,-3.03,-4.15,-5.37,-13.4,-5.51,-0.72,-7.41,-7.58,-7.74,-5.97,-11.4,-8.79,-8.06
199002,0.92,1.03,0.63,0.57,-0.55,-0.35,0.51,-2.56,1.67,0,0.17,2.66,-2.06,2.64,1.81,3.49,3.24,4.99,1.47,6.11,4.43,-0.49,7.21,2.96,0.22,-0.34,3.98,3.62,1.88,5.93,2.19,2.28,-0.96,2.42,1.17
199003,1.77,1.45,-2.87,0.64,1.66,5.27,6.21,6.81,1.69,-0.64,4.17,8.19,3.86,1.43,2.61,3.76,6.28,3.83,3.95,3.59,8.29,-5.44,5.57,-0.53,-0.76,4.18,5.07,4.05,2.26,3.26,3.04,5.93,0.63,-1.25,4.6
199004,-3.52,-0.48,-2.48,0.69,2.44,-0.2,2.32,4.77,0.42,-6.55,-1.88,-0.93,0.29,-3.45,-2.99,-3.37,-7.05,-2.66,-0.43,-4.47,-5.55,-8.6,-9.08,-3.54,-5.47,-3.46,-3.34,-1.45,-2.38,-4.2,-2.18,-1.79,-3.95,-3.89,1.69
199005,8.21,-2.64,-3.73,0.68,3.02,8.84,15.91,1.12,13.14,9.55,9.78,8.2,12.75,7.34,3.7,9.32,7.31,5.57,9.98,8.03,10.66,7.81,13.16,5.87,5.45,9.4,11.69,11.8,6.07,4.87,9.08,11.95,13.44,8.97,10.61
199006,-1.05,1.45,-2.05,0.63,2.4,2.25,1.01,9.12,-3.71,-1.08,1.92,-1.91,4.43,-2.22,-4.18,-2.92,-1.45,-2.29,0.19,-2.91,0.37,-5.64,-6.66,-2.01,0.7,-4.7,3.12,-2.02,0.34,-1.19,0.51,1.4,1.98,-1.67,1.4
199007,-1.62,-3.03,0.05,0.68,5.95,0.58,0.02,5.64,-7.87,-5.49,-1.88,-3.7,2.59,0.89,-1.04,2.47,5.69,-1.96,1.59,-2.69,-2.96,10.22,0.53,8.27,0.87,-4.59,-8.18,-6.46,2.9,-2.34,-3.93,-3.61,-6.96,-4.47,-2.59
199008,-9.85,-3.47,1.56,0.66,1.79,-7.11,-4.91,-3.09,-15.3,-9.42,-9.01,-17.11,-6.82,-12.9,-15.07,-12.61,-10.2,-13.34,-13.52,-14.6,-13.32,-6.74,-10.87,-1.17,-6.65,-10.67,-10.49,-12.15,-10.36,-13.06,-9.78,-12.55,-12.56,-10.86,-10.93
199009,-5.98,-3.64,0.7,0.6,5.52,-1.58,-6.63,0.93,-4.03,-6.59,-7.49,-12.22,-4.34,-6.66,-17.01,-9.13,-6.16,-10.32,-10.4,-11.07,-10.1,-1.72,3.18,-1.6,0.55,1.3,-8.34,-6.17,-7.57,-7.67,-4.92,-9.18,-9.48,-11.08,-8.47
199010,-1.93,-5.53,0.25,0.68,6.73,3.06,7.53,6.43,-1.3,-3.84,1.96,-7.6,1.43,0.56,-9.43,-6.64,-11.44,-9.14,-2.93,-2.68,2.32,-16.8,-9.52,-4.11,7.28,2.8,-2.7,-3.95,1.08,-2.51,-3.66,-2.93,-3.73,-6.01,-2.96
199011,6,0.29,-3.04,0.57,-5.69,5.37,5.23,7.9,12.1,10.44,7.63,16.3,9.45,10.04,7.59,8.18,2.94,9.01,5.48,2.94,2.17,-1.9,-4.48,1.68,2.27,3.1,10.91,10.64,6.24,5.71,6.4,11.92,7.98,13.23,2.19
199012,2.35,0.81,-1.59,0.6,0.15,4.68,2.35,5.36,2.84,6.05,3.45,8.67,2.75,3.49,8.07,3.18,7.96,4.46,5.74,-1.25,3.92,10.48,2.18,-2.2,0.76,1.75,5.04,4.04,5.97,5.19,4.75,3.15,5.74,5.15,6.33
199101,4.39,3.79,-1.62,0.52,-6.52,3.25,4.65,2.68,4.87,8.86,0.81,18.23,4.53,5.66,10.72,9.36,8.19,6.69,11.5,7.35,7.41,-8.5,-3.89,-1.99,-1.37,0.18,13.82,14.39,6.72,12.37,3.08,11.31,1.39,7.34,10.18
199102,7.1,3.87,-0.55,0.48,-4.81,11.9,10.84,7.68,10.95,3.57,6.39,14.53,9.84,6.11,10.94,11.75,6.64,7.11,6.84,10.43,1.84,7.72,13.22,8.31,4.84,3.41,6.93,5.98,5.64,5.43,8.5,8.03,13.33,10.33,4.8
199103,2.45,3.96,-1.27,0.44,2.8,6.03,5.67,1.37,-1.56,1.21,4.14,3.98,5.43,-0.24,3.41,-0.3,0.53,-1.59,2.5,-0.55,0.42,-1.52,-3.94,1.33,1.69,2.28,6.03,-0.61,1.62,-1.87,3.22,9.72,10.11,5.72,0.43
199104,-0.2,0.49,1.48,0.53,-2.39,-0.85,-4.01,-3.47,-2.86,2.46,-1.44,1.59,-1.12,3.34,2.31,-0.92,-0.1,-2.68,1.27,-2.69,-1,0.65,6.12,2.47,0.07,1.13,-1.31,-3.05,0.73,3.69,1.48,2.61,-2.37,1.78,-0.17
199105,3.6,-0.37,-0.51,0.47,-0.12,2.87,3.86,3.94,3.96,4.39,4.05,1.03,4.61,10.03,4.14,6.81,4.2,7.99,9.79,15.94,6.17,2.78,-7.35,-1.38,0.16,-1.45,4.56,3.46,9.44,7.87,6.6,8.05,4.87,4.68,4.43
199106,-4.82,0.14,1.11,0.42,0.46,-4.21,-5.74,-6.37,-4.34,-7.31,-7.57,-3.26,-4.16,-3.29,2.08,-6.89,-4.8,-6.91,-4.52,-2.73,-3.56,7.69,3.56,-3.7,-2.37,-1.9,-5.94,-9.14,-2.73,-5.02,-2.56,-4.19,-5.95,-5.29,-5.69
199107,4.19,-0.96,-1.3,0.49,4.35,5.3,9.1,7.43,4.3,2.05,4.95,4.97,8.44,4.92,9.66,4.38,4.51,1.44,0.18,-1.33,5.61,-0.64,-1.26,4.91,3.96,3.17,4.31,4.24,1.65,5.76,5.79,5.45,1.26,5.92,2.24
199108,2.22,1.6,-0.81,0.46,1.58,6.24,5.95,7.17,-0.22,1.92,4.48,9.26,2.86,0.74,0.27,2.47,0.89,0.7,2.14,-3.42,2.76,-6.22,3.71,1.71,3.54,0.84,5.5,1.29,0.9,1.42,-1.52,4.63,0.85,4.17,4.32
199109,-1.56,1.67,-1.09,0.46,1.73,-3.48,-4.61,-2.25,-0.3,-4.06,0.97,3.05,-0.41,-3.14,3.15,-4.78,-3.32,-3.34,-5.84,-2.3,0.01,5.53,-0.38,-0.7,3.76,0.55,1.65,-1.99,-1.65,-0.1,-2.12,-4.27,2.41,-0.2,-3.43
199110,1.36,0.85,-0.38,0.42,3.21,-1.16,2.09,-6.59,2.78,0.29,1.35,-4.17,6.64,1.79,-2.92,-2.43,-0.97,-0.72,-0.1,-2.35,3.32,1.35,4.84,1.99,1.26,2.11,6.03,0.33,2.71,7.09,2.63,-2.53,2.28,1.7,1.12
199111,-4.12,-0.52,-1.86,0.39,1.24,-0.23,3.03,-3.26,-6.98,-4.7,-2.1,-2.91,-2.56,-5.88,-5.6,-4.39,-7.67,-9.24,-5.5,-8.7,-5.98,0.27,-10.95,-7.61,1.87,-4.92,-2.77,-5,-5.93,-8.64,-3.74,-0.49,-4.19,-4.68,-3.96
199112,10.3,-2.26,-4.01,0.38,8.29,15.17,15.41,14.35,8,12.21,12.16,15.98,16.44,10.28,12.32,16.74,7.07,8.28,18.28,5.98,9.82,-0.82,0.91,2,5.02,9.83,13.89,7.05,8.37,14.23,11.57,13.09,12.93,12.96,13.67
199201,-0.46,8.42,4.53,0.34,-2.48,-5.37,-3.06,-4.91,11.66,2.52,7.62,3.39,-5.54,1.04,11.12,4.59,3.22,5.86,-0.84,10.65,4.06,9.64,-9.37,-4.2,-4.65,-2.62,3.68,7.18,3.37,-1.21,-1.75,-0.31,10.54,0.84,2.99
199202,1.05,0.87,6.37,0.28,-0.68,-0.75,1.5,0.35,10.42,5.65,-1.46,2.13,-2.59,2.8,6.97,0.95,7.01,4.55,3.2,14.32,-2.99,0.26,6.65,-0.54,-1.25,-1.21,2.92,4.47,2.3,5.08,3.18,2.88,-0.24,3.06,0.92
199203,-2.71,-1.03,3.63,0.34,-0.34,-2.95,1.35,-4.37,-1.43,-1,-2.07,-4.36,-5.47,0.79,3.85,-3.59,-1.33,-1.87,-2.89,1.45,-0.89,-7.47,-4.86,-2.7,-0.56,-0.98,-4.56,-5.02,-0.25,-2.38,-0.56,-1.23,-0.92,-0.96,-6.89
199204,1.02,-6.08,4.28,0.32,-2.54,-1.38,1.9,7.66,-2.03,4.87,0.89,-5.25,-2.15,6.33,0.63,-0.06,3.7,2.07,0.64,11.1,2.61,-4.22,-5.47,9.58,2.65,6.85,-3.8,0.16,4.34,2.85,-0.94,-4.65,3.23,0.9,-0.05
199205,0.36,0.41,1.2,0.28,0.09,0.89,3.62,0.39,2.04,0.03,0.51,-1.98,1.09,-0.88,-1.74,0.48,0.91,-0.46,-0.41,-1.84,-2.1,9.65,-0.36,3.17,2.52,-1.7,1.33,-0.68,-1.29,-0.25,1.5,-0.25,0.88,2.54,-5.03
199206,-2.25,-3.07,3.3,0.32,-0.59,-0.07,-5.49,-9.85,-3.6,-3.2,-6.46,-4.42,-4.69,-4.66,-7.25,-5.9,1.96,-5.59,1.83,4.34,-4.78,9.35,-9.74,-3.43,0.53,1.2,-5.42,-2.85,0.13,-3.97,-2.91,-2.19,-2.22,1.46,-4.41
199207,3.68,-0.42,-0.56,0.31,1.45,5.43,4.55,4.63,1.79,2.89,6.82,6.4,5.73,4.21,5.96,5.02,-0.19,2.85,-0.94,-0.74,2.92,-0.88,6.42,5.3,6.69,5.37,3.48,2.74,-1.36,0.79,3.94,4.35,0.47,3.68,5.57
199208,-2.34,-0.08,-1.08,0.26,-0.52,1.88,1.28,-0.2,-2.24,-1.07,-3.09,-1.03,-3.31,-4.78,-2.31,0.11,-9.14,-3.41,-2.75,-10.88,-4.46,-4.43,-1.2,2.54,-0.48,-1.04,-2.1,-5.31,-2.48,-5.94,-2.27,-0.27,-2.75,-2.93,-3.07
199209,0.98,0.55,-0.22,0.26,1.43,2.76,-2.11,1.36,5.65,-0.52,3.32,5.78,-4.87,0.05,0.08,2.88,-0.43,1.29,6.53,-1.59,-2.1,0.1,13.17,0.06,0.81,1.81,3.79,2.44,1.66,4.09,2.6,4.43,5.7,3.31,5
199210,0.87,2.09,-2.06,0.23,2.71,-2.69,2.04,-4.2,4.27,0.69,2.42,0.73,3.33,0.77,-1.37,0.65,1.56,-1.25,-0.67,0.43,3.51,-4.22,0.02,-3.5,-0.43,-0.53,6.46,-0.02,1.91,6.03,2.68,4.97,3.07,2.62,1.45
199211,3.79,3.58,-1.54,0.23,-0.25,3.7,0.7,1.97,7.76,7.08,4.51,10.55,4.87,2.18,6.66,2.23,6.99,2.89,8.02,8.2,1.33,-6.37,-10.49,-2.64,-0.22,4.29,5.03,6.7,0.91,5.42,6.72,6.87,9.05,6.58,6.69
199212,1.5,1.65,2.5,0.28,4.47,-0.9,2.9,-2.84,2.66,-0.54,-1.02,-1.2,-1.4,0.96,5.85,-0.45,3.98,2.3,3.22,3.23,8.81,3.84,-0.15,2.02,2.71,5.56,0.63,0.23,-0.99,1.33,3.09,0.24,-0.34,4.49,2.97
199301,1.03,2.01,5.8,0.23,4.82,-3.1,0.86,-5.75,6.29,2.91,2.05,-1.32,-6.77,-2.26,5.01,0.81,6.52,3.07,0.66,9.56,-3.49,-3.67,-3.66,2.75,2.42,1.16,2.78,5.15,0.28,2.92,2.26,-0.03,0.21,3.48,0.63
199302,0.32,-3.36,6.52,0.22,3.07,-2.07,-2.35,-3.2,-4.39,0.04,3.15,-7.06,-8.94,0.98,2.94,6.31,-0.51,3.68,-2.31,0,2.01,4.51,-1.92,6.03,6.23,5.72,-2.17,0.74,-0.04,0.45,-1.72,-1.86,-0.14,0.99,-1.71
199303,2.26,0.3,1.27,0.25,3.72,-2.27,2.46,-0.89,4.08,1.24,1.02,5.05,0.81,2.14,6.12,1.47,-0.83,2.82,6.38,6.32,3.61,12.61,-1.9,4.09,1.78,3.22,3.03,1.48,-1.15,4.05,2.09,2.85,3.8,4.37,0.79
199304,-2.78,-0.66,2.6,0.24,0.33,-12.07,-9.18,-15.78,-2.85,-2.12,-5.08,-6.41,1.31,3.31,-5.48,-2.09,-2.25,3.32,0.2,3.8,1.82,1.84,-4.69,1.13,-0.16,-2.87,-5.29,-2.71,0.63,0.45,-3.87,-9.25,-6.34,-3.84,-3.24
199305,2.74,1.99,-3.38,0.22,0.27,2.64,3.18,4.77,11.1,2.19,1.48,2.86,3.62,1.69,1.39,1.24,4.17,4.39,2.76,0.49,4.88,5.67,8.68,1.75,-0.06,4.23,6.38,9.14,-0.16,2.49,5.23,5.84,7.25,0.52,3.04
199306,0.29,-0.31,2.59,0.25,4.51,-1.82,2.01,-0.27,-1.56,-1.19,1.9,-12.14,-2.93,-4.19,-3.31,-0.51,1.36,1.71,2.86,3.85,1.11,2.23,-4.99,-1.06,3.18,4.64,0.44,-0.53,-2.75,-1.27,-0.13,-3.33,-4.45,3.7,-0.97
199307,-0.32,0.97,3.24,0.24,3.19,-4.48,0.01,-4.59,-1.51,0.82,-2.15,-4.14,-5.99,1.05,-1.37,-0.35,-2.5,0.07,2.26,2.73,3.36,5.64,6.89,0.49,1.95,2.15,-3.17,-2.9,-2.98,3.81,1.23,0.13,1.81,2.37,-2.76
